timestamp,age,gender,country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
27-08-2014 11:35,36,male,France,Prefer not to say,Yes,Yes,No,Prefer not to say,Jun-25,Yes,Yes,No,No,Yes,No,Yes,'Somewhat easy',No,No,'Some of them','Some of them',Maybe,Maybe,'Don\'t know',No
27-08-2014 11:35,29,male,'United States',NY,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,No,'Somewhat difficult',Maybe,No,'Some of them','Some of them',No,No,No,No
27-08-2014 11:35,31,male,'United States',NC,Yes,No,No,Never,01-May,Yes,Yes,No,No,No,No,Yes,'Somewhat difficult',No,No,'Some of them','Some of them',No,Maybe,Yes,No
27-08-2014 11:35,46,male,'United States',MA,No,No,Yes,Often,26-100,Yes,Yes,Yes,Yes,No,No,'Don\'t know','Don\'t know',Maybe,No,'Some of them',Yes,No,Maybe,No,No
27-08-2014 11:36,41,male,'United States',IA,No,No,Yes,Never,'More than 1000',No,No,'Don\'t know',No,No,'Don\'t know','Don\'t know','Don\'t know',Maybe,No,No,No,No,Yes,'Don\'t know',No
27-08-2014 11:36,33,male,'United States',CA,No,Yes,Yes,Rarely,26-100,No,Yes,Yes,'Not sure','Don\'t know',Yes,Yes,'Don\'t know',No,No,Yes,Yes,No,Yes,'Don\'t know',No
27-08-2014 11:37,35,male,'United States',TN,No,Yes,Yes,Sometimes,'More than 1000',No,No,Yes,Yes,No,'Don\'t know',No,'Very easy',Yes,No,'Some of them',Yes,No,Yes,No,No
27-08-2014 11:37,33,male,'United States',TN,No,No,No,Prefer not to say,01-May,No,Yes,'Don\'t know','Not sure',No,'Don\'t know','Don\'t know','Don\'t know',Maybe,Maybe,'Some of them',No,No,No,'Don\'t know',No
27-08-2014 11:37,35,female,'United States',CA,No,Yes,Yes,Rarely,Jun-25,Yes,Yes,Yes,Yes,'Don\'t know','Don\'t know','Don\'t know','Don\'t know',No,No,Yes,Yes,Maybe,Maybe,Yes,No
27-08-2014 11:38,34,male,'United States',OH,No,No,Yes,Sometimes,26-100,Yes,Yes,'Don\'t know','Not sure',No,'Don\'t know','Don\'t know','Somewhat difficult',No,No,'Some of them',No,No,No,No,No
27-08-2014 11:38,37,male,'United Kingdom',Prefer not to say,No,No,No,Sometimes,Jun-25,No,Yes,No,No,No,No,'Don\'t know','Very difficult',Yes,Maybe,'Some of them',No,No,Maybe,No,No
27-08-2014 11:39,32,male,'United Kingdom',Prefer not to say,No,No,No,Never,Jun-25,Yes,Yes,No,No,No,No,'Don\'t know','Don\'t know',Yes,Yes,'Some of them','Some of them',No,Maybe,No,No
27-08-2014 11:38,31,male,'United States',PA,Yes,Yes,No,Rarely,01-May,Yes,Yes,No,Yes,No,No,'Don\'t know','Somewhat difficult',Yes,No,No,No,No,No,No,Yes
27-08-2014 11:39,30,male,'United Kingdom',Prefer not to say,No,Yes,Yes,Sometimes,500-1000,Yes,Yes,'Don\'t know',No,No,No,Yes,'Somewhat easy',Maybe,No,'Some of them',Yes,No,Yes,'Don\'t know',No
27-08-2014 11:39,42,male,'United States',WA,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,'Very easy',Maybe,No,'Some of them','Some of them',Maybe,Yes,'Don\'t know',No
27-08-2014 11:40,40,female,'United States',WI,No,No,Yes,Sometimes,01-May,No,Yes,Yes,Yes,No,No,'Don\'t know','Don\'t know',Maybe,No,'Some of them',No,No,Maybe,Yes,No
27-08-2014 11:41,27,male,'United States',NY,No,No,Yes,Rarely,Jun-25,No,Yes,No,Yes,No,No,'Don\'t know','Very easy',No,No,Yes,Yes,Maybe,Maybe,'Don\'t know',No
27-08-2014 11:41,29,male,Canada,Prefer not to say,No,No,No,Rarely,01-May,No,Yes,No,No,No,No,'Don\'t know','Very easy',Yes,Maybe,'Some of them',No,No,No,'Don\'t know',No
27-08-2014 11:41,38,male,Portugal,Prefer not to say,No,No,No,Prefer not to say,100-500,No,Yes,No,Yes,No,No,'Don\'t know','Somewhat easy',Maybe,No,'Some of them','Some of them',No,Maybe,No,No
27-08-2014 11:42,50,male,'United States',IN,No,No,No,Prefer not to say,100-500,No,Yes,Yes,Yes,No,'Don\'t know','Don\'t know','Don\'t know',No,No,'Some of them',Yes,No,Maybe,'Don\'t know',No
27-08-2014 11:42,35,male,'United States',TX,No,No,Yes,Rarely,'More than 1000',Yes,Yes,Yes,Yes,No,Yes,Yes,'Very easy',No,No,Yes,Yes,Maybe,Maybe,Yes,No
27-08-2014 11:42,24,male,'United Kingdom',Prefer not to say,No,No,Yes,Sometimes,Jun-25,No,Yes,No,No,No,No,'Don\'t know','Don\'t know',Maybe,Maybe,'Some of them',No,No,Yes,No,Yes
27-08-2014 11:42,35,male,'United States',MI,No,No,No,Prefer not to say,'More than 1000',Yes,Yes,Yes,'Not sure','Don\'t know',Yes,'Don\'t know','Somewhat difficult',Yes,Yes,'Some of them',No,No,Maybe,'Don\'t know',No
27-08-2014 11:43,27,male,Canada,Prefer not to say,No,Yes,Yes,Sometimes,01-May,No,Yes,No,Yes,No,No,Yes,'Very difficult',Maybe,No,'Some of them',No,No,No,Yes,No
27-08-2014 11:43,18,male,Netherlands,Prefer not to say,No,No,No,Often,Jun-25,No,Yes,No,'Not sure',No,No,'Don\'t know','Somewhat difficult',Yes,Maybe,No,'Some of them',No,No,No,No
27-08-2014 11:43,30,male,'United States',IN,No,No,Yes,Sometimes,26-100,No,Yes,'Don\'t know',No,No,No,'Don\'t know','Don\'t know',No,No,No,No,No,Maybe,'Don\'t know',No
27-08-2014 11:43,38,female,'United States',TX,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,Yes,Yes,'Somewhat easy',No,No,'Some of them',Yes,No,No,Yes,No
27-08-2014 11:43,28,male,'United Kingdom',Prefer not to say,No,No,No,Prefer not to say,26-100,No,Yes,'Don\'t know','Not sure',No,No,'Don\'t know','Don\'t know',No,Maybe,'Some of them',Yes,Maybe,Yes,'Don\'t know',No
27-08-2014 11:43,34,male,'United States',TN,No,No,No,Prefer not to say,Jun-25,No,Yes,No,No,No,No,'Don\'t know','Don\'t know',No,No,Yes,Yes,Maybe,Yes,'Don\'t know',No
27-08-2014 11:43,26,male,Canada,Prefer not to say,Yes,No,No,Sometimes,01-May,No,Yes,No,Yes,Yes,No,'Don\'t know','Don\'t know',No,No,Yes,Yes,No,No,Yes,No
27-08-2014 11:44,30,male,'United States',IL,No,Yes,Yes,Rarely,26-100,No,Yes,Yes,No,No,'Don\'t know','Don\'t know','Don\'t know',Maybe,No,'Some of them',Yes,No,No,'Don\'t know',No
27-08-2014 11:44,22,male,'United States',TX,No,Yes,Yes,Often,Jun-25,No,Yes,No,Yes,No,No,Yes,'Very difficult',Maybe,No,No,No,No,Maybe,'Don\'t know',No
27-08-2014 11:45,33,male,'United States',UT,No,No,No,Prefer not to say,100-500,Yes,Yes,'Don\'t know','Not sure','Don\'t know','Don\'t know','Don\'t know','Don\'t know',No,No,'Some of them',Yes,Maybe,Maybe,'Don\'t know',No
27-08-2014 11:45,31,male,'United States',Prefer not to say,No,No,No,Prefer not to say,100-500,Yes,Yes,'Don\'t know',No,'Don\'t know','Don\'t know','Don\'t know','Don\'t know',Maybe,Maybe,'Some of them','Some of them',Maybe,Maybe,'Don\'t know',No
27-08-2014 11:45,32,male,'United States',TN,No,No,No,Never,01-May,Yes,Yes,'Don\'t know','Not sure',No,No,'Don\'t know','Don\'t know',Maybe,No,'Some of them',Yes,No,No,'Don\'t know',No
27-08-2014 11:46,28,male,Switzerland,Prefer not to say,No,No,No,Prefer not to say,100-500,No,Yes,No,No,No,No,'Don\'t know','Don\'t know',No,No,No,No,No,Maybe,'Don\'t know',No
27-08-2014 11:46,27,other,'United States',NY,No,Yes,Yes,Rarely,26-100,No,Yes,Yes,Yes,No,No,Yes,'Don\'t know',Maybe,No,No,No,No,No,'Don\'t know',No
27-08-2014 11:46,32,other,'United States',TN,No,Yes,No,Prefer not to say,Jun-25,Yes,Yes,'Don\'t know',No,No,No,'Don\'t know','Somewhat easy',No,No,Yes,Yes,No,No,Yes,No
27-08-2014 11:47,24,male,'United States',NY,No,Yes,Yes,Sometimes,26-100,Yes,Yes,'Don\'t know',No,No,No,'Don\'t know','Don\'t know',No,Maybe,'Some of them',Yes,Yes,Yes,No,No
27-08-2014 11:47,26,male,'United States',TN,No,No,No,Prefer not to say,26-100,No,No,No,No,No,No,Yes,'Somewhat easy',No,No,'Some of them',Yes,Maybe,Yes,'Don\'t know',No
27-08-2014 11:47,33,male,Canada,Prefer not to say,No,Yes,Yes,Often,Jun-25,Yes,Yes,'Don\'t know',No,No,No,No,'Somewhat difficult',Yes,No,No,No,No,Maybe,'Don\'t know',No
27-08-2014 11:48,44,male,'United States',IA,No,Yes,Yes,Sometimes,'More than 1000',No,No,Yes,No,No,'Don\'t know','Don\'t know','Don\'t know',Yes,Maybe,'Some of them',No,No,Maybe,'Don\'t know',Yes
27-08-2014 11:49,26,female,Poland,Prefer not to say,No,No,Yes,Sometimes,26-100,Yes,Yes,'Don\'t know','Not sure',Yes,Yes,Yes,'Very easy',No,No,Yes,Yes,Maybe,Yes,Yes,No
27-08-2014 11:50,27,male,'United Kingdom',Prefer not to say,No,No,No,Never,100-500,No,Yes,Yes,'Not sure',No,Yes,'Don\'t know','Somewhat easy',No,No,Yes,Yes,Maybe,Maybe,Yes,No
27-08-2014 11:50,26,male,France,Prefer not to say,No,No,No,Prefer not to say,26-100,No,Yes,No,No,No,No,'Don\'t know','Very easy',Yes,No,No,No,No,No,No,Yes
27-08-2014 11:50,35,male,Canada,Prefer not to say,No,No,No,Sometimes,Jun-25,No,Yes,'Don\'t know',No,No,No,'Don\'t know','Somewhat easy',No,No,'Some of them',Yes,No,Maybe,'Don\'t know',No
27-08-2014 11:51,40,male,'United States',CA,No,Yes,No,Sometimes,'More than 1000',Yes,Yes,Yes,Yes,Yes,Yes,'Don\'t know','Don\'t know',Yes,Maybe,'Some of them',No,No,No,No,Yes
27-08-2014 11:51,23,female,Australia,Prefer not to say,No,Yes,Yes,Often,01-May,Yes,Yes,No,'Not sure',No,No,'Don\'t know','Very easy',No,No,'Some of them',Yes,No,Maybe,Yes,No
27-08-2014 11:52,36,male,'United States',TX,No,No,No,Sometimes,100-500,Yes,Yes,Yes,No,'Don\'t know',Yes,'Don\'t know','Don\'t know',Maybe,No,'Some of them','Some of them',Maybe,Yes,Yes,No
27-08-2014 11:52,31,female,'United States',NM,No,No,No,Prefer not to say,26-100,Yes,No,'Don\'t know',No,'Don\'t know','Don\'t know','Don\'t know','Don\'t know',Maybe,No,'Some of them',No,No,Maybe,'Don\'t know',No
27-08-2014 11:52,34,male,'United States',NY,Yes,No,No,Rarely,01-May,Yes,Yes,No,No,No,No,'Don\'t know','Don\'t know',Maybe,No,'Some of them',No,No,No,'Don\'t know',No
27-08-2014 11:53,28,male,France,Prefer not to say,No,No,No,Never,26-100,No,Yes,No,No,No,No,'Don\'t know','Don\'t know',Maybe,No,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 11:53,34,male,Canada,Prefer not to say,No,No,No,Never,Jun-25,No,Yes,'Don\'t know','Not sure','Don\'t know','Don\'t know','Don\'t know','Somewhat easy',No,No,'Some of them',Yes,No,No,'Don\'t know',No
27-08-2014 11:54,23,other,'United States',MA,No,No,No,Rarely,'More than 1000',No,Yes,Yes,Yes,No,No,Yes,'Somewhat difficult',Maybe,No,Yes,Yes,No,No,No,No
27-08-2014 11:56,38,male,'United Kingdom',Prefer not to say,No,No,No,Prefer not to say,26-100,No,Yes,No,No,No,'Don\'t know',Yes,'Somewhat easy',No,No,'Some of them',Yes,Maybe,Yes,Yes,No
27-08-2014 11:56,33,male,'United States',CA,No,No,No,Never,'More than 1000',No,Yes,'Don\'t know','Not sure',Yes,'Don\'t know','Don\'t know','Don\'t know',Maybe,No,'Some of them','Some of them',No,Maybe,Yes,No
27-08-2014 11:57,19,male,'United Kingdom',Prefer not to say,No,No,No,Prefer not to say,01-May,No,Yes,No,Yes,No,No,No,'Somewhat difficult',Yes,No,No,No,No,Maybe,No,No
27-08-2014 11:57,25,male,'United States',WA,No,No,No,Prefer not to say,'More than 1000',Yes,Yes,Yes,Yes,Yes,Yes,'Don\'t know','Don\'t know',No,No,Yes,Yes,Maybe,Yes,Yes,No
27-08-2014 11:57,31,male,'United States',WA,Yes,Yes,No,Sometimes,01-May,Yes,Yes,No,No,No,No,Yes,'Somewhat difficult',No,No,Yes,Yes,Maybe,Maybe,Yes,No
27-08-2014 11:59,32,male,'United States',UT,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,'Don\'t know','Somewhat difficult',Yes,No,'Some of them',No,No,Yes,No,No
27-08-2014 12:00,28,male,Germany,Prefer not to say,No,No,No,Never,Jun-25,Yes,Yes,'Don\'t know',No,'Don\'t know','Don\'t know','Don\'t know','Very easy',No,No,'Some of them','Some of them',Maybe,Yes,Yes,No
27-08-2014 12:01,38,male,'United States',NY,No,Yes,No,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Yes,'Don\'t know','Don\'t know',No,No,Yes,'Some of them',Maybe,Maybe,Yes,No
27-08-2014 12:02,23,male,'United Kingdom',Prefer not to say,No,No,No,Never,26-100,No,Yes,Yes,'Not sure',Yes,'Don\'t know','Don\'t know','Very easy',No,No,'Some of them',Yes,Maybe,Maybe,Yes,No
27-08-2014 12:02,30,male,Canada,Prefer not to say,No,No,No,Never,26-100,No,No,No,No,No,No,'Don\'t know','Don\'t know',No,No,'Some of them',Yes,No,No,No,No
27-08-2014 12:03,27,other,'United States',NY,Yes,No,Yes,Often,01-May,Yes,Yes,Yes,Yes,Yes,Yes,Yes,'Very easy',Maybe,Maybe,'Some of them',Yes,No,Maybe,Yes,No
27-08-2014 12:05,33,male,'United States',CA,No,Yes,No,Never,'More than 1000',No,Yes,No,No,No,No,'Don\'t know','Don\'t know',Yes,No,No,No,No,Maybe,No,No
27-08-2014 12:05,31,male,'United States',TX,No,No,No,Prefer not to say,26-100,No,Yes,'Don\'t know','Not sure',No,No,'Don\'t know','Don\'t know',No,No,'Some of them',Yes,Maybe,Maybe,No,No
27-08-2014 12:07,39,male,'United Kingdom',Prefer not to say,Yes,No,Yes,Often,Jun-25,No,Yes,No,No,No,No,'Don\'t know','Very difficult',Maybe,No,'Some of them',No,No,Maybe,No,Yes
27-08-2014 12:10,34,female,'United States',OR,No,Yes,Yes,Rarely,500-1000,Yes,Yes,Yes,'Not sure',No,'Don\'t know','Don\'t know','Don\'t know',Yes,Maybe,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 12:11,29,female,'United States',FL,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,'Don\'t know','Don\'t know',Maybe,No,'Some of them','Some of them',No,Maybe,No,Yes
27-08-2014 12:11,32,male,'United States',IL,No,No,No,Prefer not to say,500-1000,No,Yes,'Don\'t know',No,No,'Don\'t know','Don\'t know','Don\'t know',No,No,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 12:12,31,male,'United States',NY,No,No,No,Never,500-1000,No,Yes,Yes,Yes,Yes,Yes,Yes,'Somewhat easy',No,No,'Some of them',Yes,No,No,Yes,No
27-08-2014 12:13,40,male,'United States',TX,No,No,Yes,Sometimes,26-100,No,Yes,No,Yes,No,No,Yes,'Very difficult',No,No,Yes,Yes,Yes,Yes,No,No
27-08-2014 12:14,34,male,'United States',OH,No,No,No,Prefer not to say,26-100,No,Yes,'Don\'t know',No,No,No,'Don\'t know','Somewhat easy',Maybe,No,'Some of them',No,No,Maybe,'Don\'t know',No
27-08-2014 12:15,18,other,Russia,Prefer not to say,No,No,No,Prefer not to say,26-100,Yes,Yes,Yes,Yes,No,No,Yes,'Somewhat easy',No,No,Yes,Yes,Yes,Yes,'Don\'t know',No
27-08-2014 12:15,25,female,Canada,Prefer not to say,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,'Don\'t know','Don\'t know','Don\'t know',Maybe,No,'Some of them',Yes,No,Maybe,'Don\'t know',No
27-08-2014 12:15,29,male,'United States',MN,No,No,No,Never,26-100,No,Yes,'Don\'t know',No,No,'Don\'t know','Don\'t know','Don\'t know',No,No,Yes,Yes,Maybe,Maybe,No,No
27-08-2014 12:16,24,male,'United States',MO,No,Yes,No,Rarely,26-100,No,Yes,'Don\'t know','Not sure',No,'Don\'t know','Don\'t know','Somewhat easy',Maybe,Maybe,'Some of them',No,No,Maybe,'Don\'t know',No
27-08-2014 12:17,31,male,Mexico,Prefer not to say,No,Yes,Yes,Sometimes,Jun-25,No,Yes,'Don\'t know',No,No,No,'Don\'t know','Don\'t know',No,No,'Some of them',Yes,Maybe,Yes,No,No
27-08-2014 12:18,33,other,'United States',AZ,No,No,Yes,Sometimes,Jun-25,No,Yes,No,Yes,No,No,'Don\'t know','Somewhat easy',Maybe,No,'Some of them',No,No,Maybe,No,No
27-08-2014 12:18,30,male,'United States',IN,No,No,Yes,Often,01-May,No,Yes,No,Yes,No,No,Yes,'Somewhat easy',No,No,Yes,Yes,Maybe,Maybe,Yes,No
27-08-2014 12:18,26,female,Canada,Prefer not to say,No,Yes,Yes,Sometimes,26-100,No,No,No,Yes,No,No,No,'Very difficult',Yes,No,No,No,No,Maybe,No,Yes
27-08-2014 12:18,44,female,'United States',MA,No,No,No,Never,100-500,No,Yes,Yes,'Not sure','Don\'t know','Don\'t know','Don\'t know','Don\'t know',Maybe,Maybe,No,'Some of them',No,No,'Don\'t know',No
27-08-2014 12:19,25,male,'United States',NY,No,Yes,No,Prefer not to say,26-100,No,Yes,'Don\'t know',No,'Don\'t know','Don\'t know','Don\'t know','Very easy',No,No,'Some of them',Yes,No,No,'Don\'t know',No
27-08-2014 12:20,33,male,'United States',WI,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,'Somewhat easy',No,No,'Some of them',Yes,Maybe,Maybe,Yes,No
27-08-2014 12:22,29,male,'United States',NY,No,No,No,Never,'More than 1000',No,Yes,Yes,'Not sure',Yes,'Don\'t know','Don\'t know','Somewhat easy',No,No,'Some of them',Yes,No,No,'Don\'t know',No
27-08-2014 12:23,35,male,'United States',MO,No,Yes,No,Rarely,Jun-25,No,Yes,Yes,'Not sure',No,No,Yes,'Somewhat easy',No,No,'Some of them',Yes,No,No,'Don\'t know',No
27-08-2014 12:23,35,male,'United States',OR,No,Yes,Yes,Sometimes,26-100,Yes,Yes,'Don\'t know','Not sure',No,No,'Don\'t know','Somewhat easy',No,No,'Some of them',Yes,No,Maybe,No,No
27-08-2014 12:25,28,male,Brazil,Prefer not to say,No,Yes,Yes,Rarely,Jun-25,No,Yes,No,No,No,No,No,'Don\'t know',Maybe,No,Yes,Yes,No,No,'Don\'t know',Yes
27-08-2014 12:28,34,male,'United States',TN,No,Yes,No,Never,Jun-25,Yes,Yes,Yes,No,No,No,'Don\'t know','Don\'t know',Maybe,No,No,No,No,No,'Don\'t know',No
27-08-2014 12:28,32,male,'United States',WA,No,No,Yes,Sometimes,26-100,No,Yes,Yes,No,Yes,Yes,Yes,'Somewhat difficult',Maybe,No,'Some of them',Yes,No,Maybe,Yes,No
27-08-2014 12:29,22,male,'United States',NY,No,No,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,No,'Don\'t know',Yes,'Don\'t know',Yes,No,No,No,No,Yes,No,No
27-08-2014 12:31,28,male,'United States',CA,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,'Somewhat easy',No,No,'Some of them','Some of them',No,Maybe,Yes,No
27-08-2014 12:31,45,male,'United States',MO,No,Yes,Yes,Rarely,Jun-25,Yes,Yes,Yes,Yes,No,Yes,Yes,'Very easy',No,No,Yes,Yes,Yes,Yes,Yes,No
27-08-2014 12:31,32,male,'United States',NY,No,No,No,Never,100-500,No,Yes,Yes,Yes,No,'Don\'t know','Don\'t know','Don\'t know',Maybe,No,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 12:31,28,male,'United States',TX,No,No,No,Prefer not to say,'More than 1000',No,Yes,'Don\'t know',No,No,'Don\'t know','Don\'t know','Don\'t know',Maybe,No,'Some of them',No,No,Maybe,'Don\'t know',No
27-08-2014 12:31,26,male,'United Kingdom',Prefer not to say,No,No,No,Never,Jun-25,No,Yes,'Don\'t know',No,No,'Don\'t know','Don\'t know','Very easy',No,No,'Some of them','Some of them',No,No,'Don\'t know',Yes
27-08-2014 12:31,21,male,'United Kingdom',Prefer not to say,Yes,No,No,Often,01-May,Yes,No,No,Yes,No,No,Yes,'Very difficult',Yes,No,'Some of them',Yes,No,Maybe,No,No
27-08-2014 12:31,27,male,Canada,Prefer not to say,No,No,No,Rarely,Jun-25,No,No,Yes,Yes,Yes,Yes,Yes,'Very easy',Maybe,No,'Some of them',Yes,No,No,'Don\'t know',No
27-08-2014 12:31,18,male,'United States',CT,No,No,Yes,Rarely,01-May,Yes,Yes,No,No,No,No,Yes,'Very easy',No,No,'Some of them',No,No,No,'Don\'t know',No
27-08-2014 12:32,35,male,'United States',CO,No,No,No,Prefer not to say,26-100,Yes,Yes,'Don\'t know','Not sure',No,'Don\'t know','Don\'t know','Don\'t know',No,No,'Some of them',Yes,Maybe,Maybe,'Don\'t know',No
27-08-2014 12:32,29,male,'United States',GA,No,No,No,Never,'More than 1000',No,Yes,Yes,Yes,No,Yes,'Don\'t know','Don\'t know',Yes,Yes,No,No,No,No,'Don\'t know',No
27-08-2014 12:33,25,male,'United States',DC,No,No,No,Prefer not to say,26-100,Yes,Yes,'Don\'t know',No,No,No,'Don\'t know','Very easy',No,No,'Some of them',Yes,No,No,'Don\'t know',No
27-08-2014 12:33,33,male,'United States',MN,No,Yes,Yes,Sometimes,Jun-25,Yes,Yes,'Don\'t know',No,'Don\'t know','Don\'t know',Yes,'Very easy',No,No,Yes,Yes,No,Maybe,Yes,No
27-08-2014 12:33,36,male,'United States',WA,No,No,No,Often,Jun-25,No,Yes,Yes,No,No,No,Yes,'Don\'t know',Maybe,No,No,No,No,No,'Don\'t know',No
27-08-2014 12:33,27,male,Canada,Prefer not to say,No,No,Yes,Never,100-500,No,No,Yes,'Not sure',No,No,'Don\'t know','Very difficult',Maybe,No,'Some of them',Yes,No,Maybe,No,Yes
27-08-2014 12:34,27,male,'United States',WA,No,Yes,No,Never,500-1000,No,Yes,Yes,No,Yes,Yes,Yes,'Don\'t know',Yes,No,'Some of them',No,No,Yes,'Don\'t know',No
27-08-2014 12:34,27,male,'United Kingdom',Prefer not to say,No,No,No,Prefer not to say,Jun-25,No,Yes,No,No,No,No,'Don\'t know','Don\'t know',No,No,'Some of them','Some of them',No,No,'Don\'t know',No
27-08-2014 12:34,32,male,'United States',OR,No,No,Yes,Rarely,100-500,No,Yes,Yes,Yes,No,Yes,Yes,'Don\'t know',Yes,No,No,Yes,No,No,'Don\'t know',No
